Air Terminal Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Flow,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Max Flow,Min Flow,Model,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,,,,,1,No,,0' - 0",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,0MFVjIwFzCuumSmrk4Xo95,,,,,288,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 16,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoBA,,,L4,,289,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoBD,,,L4,,290,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoBC,,,L4,,291,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoBF,,,L4,,292,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoBE,,,L4,,293,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoB1,,,L4,,294,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoB0,,,L4,,295,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoB3,,,L4,,296,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,23.75.70.21.27.11,,,,1,No,,0' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,0MFVjIwFzCuumSmrk4XoCS,,,,,301,,,,New Construction,None,6"x6",,Supply Air,Mechanical Supply Air 42,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoDp,,,L4,,302,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoDo,,,L4,,303,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 11 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoDr,,,L4,,304,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 11 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0MFVjIwFzCuumSmrk4XoDq,,,L4,,305,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 42,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,0' - 0",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,0MFVjIwFzCuumSmrk4XoDC,,,,,307,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 17,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSr3,,,L4,,308,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSr2,,,L4,,309,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSr1,,,L4,,310,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSr0,,,L4,,311,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSrV,,,L4,,312,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSrU,,,L4,,313,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSrT,,,L4,,314,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSrS,,,L4,,315,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSrR,,,L4,,316,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 44,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsu,,,L4,,317,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSst,,,L4,,318,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSss,,,L4,,319,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsr,,,L4,,320,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsq,,,L4,,321,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsp,,,L4,,322,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSso,,,L4,,323,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsn,,,L4,,324,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsm,,,L4,,325,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsF,,,L4,,326,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsE,,,L4,,327,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RSsD,,,L4,,328,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 46,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,0' - 0",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,3JRa2aAKzAKBOfzTE0RStK,,,,,343,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 18,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,0' - 0",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,3JRa2aAKzAKBOfzTE0RStI,,,,,345,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 19,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,0' - 0",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,3JRa2aAKzAKBOfzTE0RSzo,,,,,347,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,23.75.70.21.27.11,,,,1,No,,0' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,3JRa2aAKzAKBOfzTE0RS_l,,,,,348,,,,New Construction,None,5"x5",,Supply Air,Mechanical Supply Air 49,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RS_c,,,L4,,349,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 49,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RS_b,,,L4,,350,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 49,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RS_a,,,L4,,351,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 49,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,12' - 0",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RS_Z,,,L4,,352,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 49,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4g,,,L4,,367,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4f,,,L4,,368,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4e,,,L4,,369,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4d,,,L4,,370,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4c,,,L4,,371,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4b,,,L4,,372,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4a,,,L4,,373,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,11' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV4Z,,,L4,,374,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,0' - 0",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,3JRa2aAKzAKBOfzTE0RV4w,,,,,375,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,10' - 4 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV47,,,L4,,376,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,10' - 4 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV46,,,L4,,377,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 53,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,23.75.70.21.27.11,,,,1,No,,0' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,3JRa2aAKzAKBOfzTE0RV4R,,,,,378,,,,New Construction,None,6"x6",,Supply Air,Mechanical Supply Air 53,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV7k,,,L4,,383,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 55,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV7j,,,L4,,384,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 55,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV7i,,,L4,,385,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 55,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 10",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3JRa2aAKzAKBOfzTE0RV7h,,,L4,,386,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 55,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,23.75.70.21.27.11,,,,1,Yes,,0' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,3JRa2aAKzAKBOfzTE0RV7W,,,,,387,,,,New Construction,None,9"x9",,Supply Air,Mechanical Supply Air 55,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
