Duct Fitting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Free Size,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,Keynote,Level,Lining Thickness,Lining Type,Manufacturer,Mark,Model,Overall Size,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume
,,,,23.75.70.14,,,,1,Yes,,11' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RS_o,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 25,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RS_m,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 25,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RS_E,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 25,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RS_A,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 25,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.18 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RS_8,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 25,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.18 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSwK,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSwG,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSxi,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 54,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSxe,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 54,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSxW,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,11' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSx_,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSxy,,0",,,L4,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,No,,11' - 1",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSxu,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,11' - 1",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSxs,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSxE,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 27,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSxC,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 27,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSxA,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 27,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSxV,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 54,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSxR,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 54,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSxP,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 54,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSxJ,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 27,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSxH,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 27,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RV4l,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 27,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV4W,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV4y,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV4r,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,No,,11' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV4p,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.02 CF
,,,,23.75.70.14,,,,1,No,,11' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV4F,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 4 1/2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RV49,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV43,,0",,,L4,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV4T,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.18 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,3JRa2aAKzAKBOfzTE0RV4N,,0",,,L4,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
,,,,23.75.70.14,,,,1,No,,8' - 10 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,6"ø-6"ø,,3JRa2aAKzAKBOfzTE0RV4H,,0",,,L4,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.15 CF
0 SF,,,,23.75.70.14,,,,1,No,,8' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,6"x6"-6"ø,,3JRa2aAKzAKBOfzTE0RV5j,,0",,,L4,0",,,,,6"x6"-6"ø,New Construction,None,6"x6"-6"ø,,Supply Air,Mechanical Supply Air 53,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV60,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 28,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.32 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV6S,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 28,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV6Q,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 28,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RV6O,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 28,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,11' - 6",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RV6M,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 28,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RV6K,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 55,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,3JRa2aAKzAKBOfzTE0RV7e,,0",,,L4,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 55,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 11",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,6"ø-6"ø,,3JRa2aAKzAKBOfzTE0RV7Y,,0",,,L4,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 55,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.23 CF
1 SF,,,,23.75.70.14,,,,1,Yes,,8' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,8 3/4"x8 3/4"-6"ø,,3JRa2aAKzAKBOfzTE0RV7y,,0",,,L4,0",,,,,8 3/4"x8 3/4"-6"ø,New Construction,None,9"x9"-6"ø,,Supply Air,Mechanical Supply Air 55,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.10 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 7/8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,6"ø-6"ø,,3JRa2aAKzAKBOfzTE0RV7p,,0",,,L4,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 55,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.23 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 7/8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,6"ø,,3JRa2aAKzAKBOfzTE0RV7m,,0",,,L4,0",,,,,6"ø,New Construction,None,6"ø,,Supply Air,Mechanical Supply Air 55,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.02 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV7C,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV78,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 1/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV76,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV72,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 1/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV7U,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV7L,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV7J,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 23,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV0l,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 56,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV0g,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 56,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV0_,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 56,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV0y,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 56,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RV0w,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 56,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4d,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 60,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4b,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 60,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4Z,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 60,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4v,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 57,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4t,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 57,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4r,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 57,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4n,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 57,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4D,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 57,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2xfbclSavBXOKD2eq9TY4B,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 57,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
