Wall Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorptance,Angle From Vertical,Area,Assembly Code,Assembly Description,Assembly Name,Base Constraint,Base Offset,Bottom Width,Comments,Cost,Count,Cross-Section,Default Exterior Angle,Default Interior Angle,Description,Enable Angle Overrides,Estimated Reinforcement Volume,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Exterior Angle,Family,Family and Type,Family Thumbnail,Fire Rating,Function,Heat Transfer Coefficient (U),IFC Predefined Type,IfcGUID,Image,Interior Angle,Keynote,Length,Manufacturer,Mark,Model,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Rebar Cover - Other Faces,Roughness,Structural Material,Structural Usage,Thermal Mass,Thermal Resistance (R),Top Constraint,Top Offset,Top Width,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Unconnected Height,URL,Volume,Width,Width Measured At
0.7,,239 SF,B2010,Exterior Walls,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Core - Concrete 12",,4 HR,Core-shaft,0.6044 BTU/(h·ft²·°F),,343IftMCP4UOCLPJnm95Bx,,,,9' - 4 1/2",,,,New Construction,None,,,,,3,Concrete, Cast-in-Place gray,Non-bearing,22.5315 BTU/(ft²·°F),1.6546 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Core - Concrete 12",,,2Rqwfi9uL0W9XTWzRAs_ER,,C02,74' - 3 1/2",,239.16 CF,1' - 0",
,,383 SF,B2020200,Curtain Walls,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Glazing Wall - Stair,,,Exterior,,,343IftMCP4UOCLPJnm955b,,,,6' - 4 1/2",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: R2,1' - 3",,Glazing Wall - Stair,,,352q71U$z9ZA8jPYzlCpCf,,,60' - 1",,,,
,,27 SF,B2020200,Curtain Walls,,L5,2' - 8",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: _Not Defined,,,Exterior,,,04b3cqL6T7nASkHPv$no5N,,,,3' - 6",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,-7' - 8",,_Not Defined,,,2mjs6M6G98BxHa18ZZD5sI,,CW01,7' - 8",,,,
0.7,,35 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no5d,,,,4' - 8 5/8",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,14' - 11",,34.82 CF,1' - 0 5/8",
0.7,,15 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no5a,,0.00°,,5' - 4 13/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,24.29 CF,1' - 6 5/8",Top
0.7,,41 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no5b,,,,3' - 5 27/32",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,14' - 11",,38.92 CF,1' - 0 5/8",
0.7,,10 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no5g,,0.00°,,3' - 11 9/32",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,15.35 CF,1' - 6 5/8",Top
0.7,,255 SF,B2010,Exterior Walls,,L5,0' - 0",5' - 2 9/16",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Multi-Level),,2 HR,Exterior,0.0087 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no5f,,0.00°,,15' - 8 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9282 BTU/(ft²·°F),114.3377 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",2' - 0 15/32",Solar Wall (Multi-Level),,,21ziHPczP1f8jI2FIqwQuv,,,18' - 0",,884.27 CF,2' - 0 15/32",Top
,,120 SF,B2020200,Curtain Walls,,L3,2' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: _Not Defined,,,Exterior,,,04b3cqL6T7nASkHPv$no5s,,,,3' - 5",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: R2,-3' - 0",,_Not Defined,,,2mjs6M6G98BxHa18ZZD5sI,,CW01,35' - 0",,,,
0.7,,162 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no4H,,,,10' - 0 1/4",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,170.03 CF,1' - 0 5/8",
0.7,,89 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L3,-5' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no4M,,,,3' - 11 5/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,46' - 7",,88.21 CF,1' - 0 5/8",
0.7,,255 SF,B2010,Exterior Walls,,L5,0' - 0",5' - 2 9/16",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Multi-Level),,2 HR,Exterior,0.0087 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$no4e,,0.00°,,15' - 8 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9282 BTU/(ft²·°F),114.3377 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",2' - 0 15/32",Solar Wall (Multi-Level),,,21ziHPczP1f8jI2FIqwQuv,,,18' - 0",,867.85 CF,2' - 0 15/32",Top
,,120 SF,B2020200,Curtain Walls,,L3,2' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: _Not Defined,,,Exterior,,,04b3cqL6T7nASkHPv$no4f,,,,3' - 5",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: R2,-3' - 0",,_Not Defined,,,2mjs6M6G98BxHa18ZZD5sI,,CW01,35' - 0",,,,
0.7,,162 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nox8,,,,10' - 0 1/4",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,170.03 CF,1' - 0 5/8",
0.7,,255 SF,B2010,Exterior Walls,,L5,0' - 0",5' - 2 9/16",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Multi-Level),,2 HR,Exterior,0.0087 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxc,,0.00°,,15' - 8 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9282 BTU/(ft²·°F),114.3377 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",2' - 0 15/32",Solar Wall (Multi-Level),,,21ziHPczP1f8jI2FIqwQuv,,,18' - 0",,884.29 CF,2' - 0 15/32",Top
0.7,,162 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxd,,,,10' - 0 1/4",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,170.03 CF,1' - 0 5/8",
0.7,,89 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L3,-5' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxb,,,,3' - 11 5/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,46' - 7",,87.84 CF,1' - 0 5/8",
0.7,,11 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxg,,0.00°,,3' - 11 5/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,19.21 CF,1' - 6 5/8",Top
0.7,,11 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxh,,0.00°,,3' - 11 5/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,19.21 CF,1' - 6 5/8",Top
0.7,,11 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxe,,0.00°,,3' - 11 5/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,15.02 CF,1' - 6 5/8",Top
0.7,,253 SF,B2010,Exterior Walls,,L5,0' - 0",4' - 11 5/8",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (L5),,2 HR,Exterior,0.0103 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxf,,0.00°,,15' - 8 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9238 BTU/(ft²·°F),97.3909 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 9 17/32",Solar Wall (L5),,,3Ru9F5xwXAzeAHqeD6XM5O,,,18' - 0",,806.27 CF,1' - 9 17/32",Top
0.7,,89 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noxo,,,,5' - 0 7/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,88.97 CF,1' - 0 5/8",
,-10.00°,824 SF,B2020200,Curtain Walls,,L3,-5' - 0",,,,1,Slanted,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Solar Panels,,,Exterior,,,04b3cqL6T7nASkHPv$noxp,,,,16' - 4",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,0' - 0",,Solar Panels,,,0pAoNk_y14Lv6l2XP5fu3k,,,49' - 8",,,,
,-10.00°,824 SF,B2020200,Curtain Walls,,L3,-5' - 0",,,,1,Slanted,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Solar Panels,,,Exterior,,,04b3cqL6T7nASkHPv$nour,,,,16' - 4",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,0' - 0",,Solar Panels,,,0pAoNk_y14Lv6l2XP5fu3k,,,49' - 8",,,,
,-10.00°,824 SF,B2020200,Curtain Walls,,L3,-5' - 0",,,,1,Slanted,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Solar Panels,,,Exterior,,,04b3cqL6T7nASkHPv$noz$,,,,16' - 4",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,0' - 0",,Solar Panels,,,0pAoNk_y14Lv6l2XP5fu3k,,,49' - 8",,,,
,-10.00°,283 SF,B2020200,Curtain Walls,,L5,0' - 11",,,,1,Slanted,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Solar Panels,,,Exterior,,,04b3cqL6T7nASkHPv$non1,,,,16' - 4",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,0' - 0",,Solar Panels,,,0pAoNk_y14Lv6l2XP5fu3k,,,17' - 1",,,,
0.7,,214 SF,B2010,Exterior Walls,,L5,0' - 0",4' - 11 5/8",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (L5),,2 HR,Exterior,0.0103 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nomO,,0.00°,,12' - 4 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9238 BTU/(ft²·°F),97.3909 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 9 17/32",Solar Wall (L5),,,3Ru9F5xwXAzeAHqeD6XM5O,,,18' - 0",,694.16 CF,1' - 9 17/32",Top
0.7,,72 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 14 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0174 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nomP,,,,4' - 4 15/32",,,,New Construction,None,,,,,3,,Non-bearing,14.9135 BTU/(ft²·°F),57.5480 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 14 5/8" Rainscreen w Insultation on Metal Stud,,,38Ozd1J$fFHu9SwugZC0Rw,,X07,18' - 0",,87.55 CF,1' - 2 5/8",
,-10.00°,226 SF,B2020200,Curtain Walls,,L5,1' - 0",,,,1,Slanted,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Solar Panels,,,Exterior,,,04b3cqL6T7nASkHPv$nomU,,,,13' - 1",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,0' - 0",,Solar Panels,,,0pAoNk_y14Lv6l2XP5fu3k,,,17' - 0",,,,
0.7,,198 SF,B2010,Exterior Walls,,L5,0' - 0",4' - 11 5/8",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (L5),,2 HR,Exterior,0.0103 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$notU,,0.00°,,12' - 6",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9238 BTU/(ft²·°F),97.3909 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 9 17/32",Solar Wall (L5),,,3Ru9F5xwXAzeAHqeD6XM5O,,,18' - 0",,645.38 CF,1' - 9 17/32",Top
0.7,,115 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$notZ,,,,2' - 9 19/32",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,116.05 CF,1' - 0 5/8",
,-10.00°,226 SF,B2020200,Curtain Walls,,L5,1' - 0",,,,1,Slanted,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: Solar Panels,,,Exterior,,,04b3cqL6T7nASkHPv$notW,,,,13' - 1",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,0' - 0",,Solar Panels,,,0pAoNk_y14Lv6l2XP5fu3k,,,17' - 0",,,,
,,27 SF,B2020200,Curtain Walls,,L5,1' - 4",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: _Not Defined,,,Exterior,,,04b3cqL6T7nASkHPv$nosU,,,,3' - 2 1/8",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,-7' - 8",,_Not Defined,,,2mjs6M6G98BxHa18ZZD5sI,,CW01,9' - 0",,,,
0.7,,25 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nosk,,,,4' - 1",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,14' - 11",,26.11 CF,1' - 0 5/8",
0.7,,11 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nosl,,0.00°,,4' - 1",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,19.53 CF,1' - 6 5/8",Top
0.7,,98 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nosi,,,,5' - 7 25/32",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,18' - 0",,102.27 CF,1' - 0 5/8",
,,24 SF,B2020200,Curtain Walls,,L5,2' - 8",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Curtain Wall,Curtain Wall: _Not Defined,,,Exterior,,,04b3cqL6T7nASkHPv$norM,,,,3' - 1",,,,New Construction,None,,,,,,,Non-bearing,,,Up to level: Parapet,-7' - 8",,_Not Defined,,,2mjs6M6G98BxHa18ZZD5sI,,CW01,7' - 8",,,,
0.7,,12 SF,B2010,Exterior Walls,,Parapet,-3' - 1",,,,1,Vertical,10.00°,0.00°,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nord,,,,4' - 0",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",,Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,19.14 CF,1' - 6 5/8",Top
0.7,,15 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nora,,,,1' - 4 7/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,14' - 11",,12.42 CF,1' - 0 5/8",
0.7,,3 SF,B2010,Exterior Walls,,Parapet,-3' - 1",2' - 1 5/32",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (Parapet),,,Exterior,0.0124 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$norb,,0.00°,,1' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9195 BTU/(ft²·°F),80.6244 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 6 5/8",Solar Wall (Parapet),,,3Ru9F5xwXAzeAHqeD6XM7K,,,3' - 1",,2.94 CF,1' - 6 5/8",Top
0.7,,71 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Party - 6 1/8" (2-hr),,2 HR,Interior,0.0234 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$norg,,,,7' - 10",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,5.1774 BTU/(ft²·°F),42.8246 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Party - 6 1/8" (2-hr),,,1UzjuOoQr4P85_KNmJAtS$,,W01,13' - 4",,58.17 CF,0' - 11 3/4",
0.7,,185 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L3,-5' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$nore,,,,4' - 10 15/32",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,46' - 7",,184.54 CF,1' - 0 5/8",
0.7,,33 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,2 HR,Exterior,0.0217 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noqS,,,,4' - 2 11/16",,,,New Construction,None,,,,,3,,Non-bearing,14.9105 BTU/(ft²·°F),46.0097 (h·ft²·°F)/BTU,Up to level: Parapet,-3' - 1",,Exterior - 12 5/8" Rainscreen w Insultation on Metal Stud,,,3GC6dLJPT0_w0HkhCmqXpI,,X04,14' - 11",,34.37 CF,1' - 0 5/8",
0.7,,214 SF,B2010,Exterior Walls,,L5,0' - 0",4' - 11 5/8",,,1,Tapered,10.00°,0.00°,,No,,,,,By Type,,Default,,10.00°,Basic Wall,Basic Wall: Solar Wall (L5),,2 HR,Exterior,0.0103 BTU/(h·ft²·°F),,04b3cqL6T7nASkHPv$noqT,,0.00°,,12' - 5 11/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,14.9238 BTU/(ft²·°F),97.3909 (h·ft²·°F)/BTU,Up to level: Parapet,0' - 0",1' - 9 17/32",Solar Wall (L5),,,3Ru9F5xwXAzeAHqeD6XM5O,,,18' - 0",,690.37 CF,1' - 9 17/32",Top
